x,y,type,name
21.4160585154381,41.995273645795,hotel,Rose Diplomatique
21.41765355,41.99851235,hotel,Glam
21.4161557110245,41.9897289501086,hotel,Викторија
21.42616395,41.9835503,hotel,Hi Skopje Hostel
21.42680825,41.98390985,hotel,Вила Силија
21.4263827089058,41.985613300148,hotel,Хотел Леонардо
21.4204326693619,41.9854125653796,hotel,Hotel Europe
21.5417909856492,41.3452218266449,hotel,Кристал Палас
21.4445838964659,41.9941813999123,hotel,Apart Hotel Kalonis
21.4492738,41.9973856,hotel,VIP
21.4491002624649,41.9610718564816,hotel,Хотел Наис
21.7558437761916,41.7786008621717,hotel,Романтик
21.4055134765653,42.0109433499203,hotel,Александар Палас
22.3560146714628,42.0330861471695,hotel,Одмаралиште на МВР
21.2260349318868,41.0359914063786,hotel,Хотел Молика
21.33573085,41.0290824,hotel,Robevski lux
21.3358379116044,41.0272885283299,hotel,Хотел “Епинал“
21.3353754233781,41.0287761500233,hotel,Millenium
21.3332171555044,41.0256471084163,hotel,Премиер Центар
21.29697855,41.03828105,hotel,Kapri
21.2550099956613,41.0431692500668,hotel,Hotel Sumski Feneri
22.1801351858711,41.7475140998747,,Изгрев
22.2013251469726,41.7472060000682,hotel,Канал 77
22.1920474763665,41.73697569845,,Хотел ОАЗА
22.1895651,41.73587905,hotel,Urbanista - Boutique Hotel
22.1786353807372,41.7517264539233,,Ваго
21.5520137090367,41.9968115174185,hotel,Бест Вестерн Хотел Белви
21.0065309818236,41.0448819453507,hotel,Royal L Hotel
20.7981327038148,41.1122703722622,hotel,Villa Kosta Ohrid
20.7980117513385,41.1122006022443,hotel,Hotel Alexandria
21.2510526329383,41.3635472513586,hotel,Илинден
21.2483522068641,41.3633086701639,hotel,Панорама
21.2531652041722,41.3646869370302,hotel,Hotel Montana
20.9656040480005,41.9848252782189,,Hotel Royal
20.9585436453962,41.9861393999274,hotel,Emka
21.4202626772086,41.9834796409816,hotel,Panoramika Design Hotel
21.4185348,41.9856193,hotel,Вила Рагуза
21.4193442021734,41.9834627908965,hotel,Панорама Резиденс
21.4156980449536,41.9859211118119,hotel,Вила Водно
20.7740567861833,41.1222253842759,hotel,Daljan
20.7529427276029,41.1581542047075,hotel,Амбасадор
20.7599453340996,41.147078533932,hotel,Коцарев
20.7356172158847,41.6770768344735,hotel,Hotel Golden Place
20.7913493124658,41.6943783493735,hotel,Хотел Радика
20.7357989713769,41.6525510191782,hotel,Sport Hotel
20.7338840577689,41.6586530000393,hotel,Hotel Srna
21.4386311,41.9993482,hotel,Super 8
21.4362667316428,42.0017612165661,hotel,Bushi Resort & Spa
21.4367472989733,42.0017357162538,hotel,Hotel Old Bazaar
21.4387930913695,42.0016404864602,hotel,Арка
21.43955025,42.00146125,hotel,Хамбург
21.43917865,41.99663585,hotel,Opera House Hotel Skopje
21.4396401031518,41.9967689524134,hotel,Luxury Skopje Apartments
21.4293710031904,41.9918935427942,hotel,Хотел Бристол
21.4731234558513,41.990271947784,hotel,DoubleTree by Hilton Skopje
20.9713478951501,42.009412223185,hotel,Hotel Lirak
21.4652779172687,41.9927570718238,hotel,Hotel Russia
21.4074960538871,41.9930042498935,hotel,Hotel Garden Spa
21.4072284443684,41.9940379499185,hotel,Pine Hotel
21.4139341957495,41.9905302998126,hotel,Аристократ палас
20.8826763345785,42.0139134999557,hotel,Хотел Попова Шапа
20.8813051778922,42.0161770001737,hotel,Скардус
21.4371699862673,41.9902648575366,hotel,Премиер
22.5037058075055,41.7408603377509,hotel,Бел камен
21.40284885,42.0140227,hotel,Портал хотел
21.3978509244955,42.0155959494466,hotel,Евро сет Хотел
22.8937042486705,41.6728103379002,hotel,Aurora
21.4120545573436,42.0421465480382,hotel,Хотел Њу Стар
22.6496948953401,41.4394419331695,hotel,Хотел Глигоров
22.7552490900531,41.3828623796409,hotel,Цар Самуил
21.4452476697493,42.011737056093,,Alba
21.5485847487785,41.3431991677467,hotel,Хотел Липа ГА
21.4221635640486,42.0023933015933,hotel,Hotel City Park
21.4125387658746,42.0011493701886,hotel,Dolce International Hotel
21.4268769411601,42.0065251275699,hotel,Park Hotel & Spa
21.4243051606033,42.0023125165286,hotel,Хотел Резиденс Ин
21.4260665102571,42.0033629000777,hotel,Софка Парк - Кај Ефто
21.4258128364791,42.0034928448146,hotel,Томче Софка
21.4531425516829,41.9987924946066,hotel,Хотел Континентал
21.4459774175084,42.0014701171249,,Hotel Istanbul
21.5473045005516,41.3375166733295,hotel,Сонце ГА
21.7328273727301,42.12355944118,hotel,Hotel Bella Donna
21.4245595056871,41.9986666201095,hotel,Дувет
21.4246922,41.9995415,hotel,Хотел Амбасадор
21.4192271836888,41.9950488167573,hotel,Хотел Мола
21.4195378029981,41.9944352499252,hotel,Сити 5
22.4069511839322,41.9638593500532,hotel,Еуро Хотел Градче
20.9620166129705,41.5191056999648,hotel,Arabello
20.9380183410407,41.5119589037241,hotel,Хотел Крушино
21.422609474692,41.9953522494069,hotel,Лаки
21.407538973447,42.0019571616595,hotel,Хотел Карпош
21.4041091487395,41.9969873492745,hotel,ТЦЦ Гранд Плаза
22.7707819574833,41.9657307500185,hotel,Хотел Македонија
22.4491170699177,41.9143759889319,hotel,Хотел Филипов
22.4699599134771,41.9090093154862,hotel,Хотел Шагал
21.4344832770607,41.9973450775166,hotel,Hotel Stone Bridge
21.4284684,41.9939735,hotel,ТЦЦ Плаза
21.4299653784796,41.9936063418462,hotel,Best Western Hotel Turist
21.4295089307802,41.9955022499778,hotel,Solun
21.4294965331462,41.9963030000898,hotel,Хотел Дувет
21.4304858997283,41.9961144425356,hotel,Хотел Мериот Скопје
21.4293258005862,41.9969343047235,hotel,Хотел Јадран
21.42971235,41.9970513,hotel,Ibis Skopje City Center
21.4357379341052,41.9945884641521,hotel,Holiday Inn Skopje
